elapsed_s,temp_c,power_mw
51.11463379859924,47.5,5683.0
51.367220640182495,47.5,5160.0
51.62489676475525,47.5,5191.0
51.87738394737244,46.5,4815.0
52.12984776496887,47.0,4927.0
52.38232707977295,47.5,5382.0
52.635024070739746,47.5,5040.0
52.88768196105957,47.0,5111.0
53.140389919281006,47.0,4960.0
53.394448041915894,47.0,5080.0
53.649545431137085,47.5,5753.0
53.90191459655762,47.0,5271.0
54.15445041656494,48.0,5413.0
54.40703845024109,48.0,5302.0
54.65946388244629,47.0,5231.0
54.91208600997925,46.5,5000.0
55.16468405723572,46.5,4887.0
55.417226791381836,47.0,4855.0
55.66999530792236,47.0,4927.0
55.92278838157654,47.0,4775.0
56.175204038619995,46.5,5111.0
56.42793321609497,47.0,5151.0
56.68121838569641,47.0,5302.0
56.93401837348938,47.0,5080.0
57.18635559082031,47.0,5111.0
57.43900179862976,48.0,5311.0
57.691813468933105,48.5,5643.0
57.94435739517212,48.5,5863.0
58.197558641433716,48.0,5453.0
58.45062208175659,47.5,5342.0
58.70331525802612,47.5,5302.0
58.95581388473511,47.0,5191.0
59.20872139930725,47.0,4815.0
59.461257219314575,47.0,4960.0
59.71378040313721,47.0,5191.0
59.966225147247314,47.0,5151.0
60.22092843055725,48.0,5524.0
60.47606658935547,47.5,5111.0
60.72916007041931,48.5,5191.0
60.98158407211304,47.0,5263.0
61.23421382904053,49.0,5713.0
61.487005949020386,47.5,5151.0
61.73949837684631,47.5,5040.0
61.99194145202637,47.0,4775.0
62.24461078643799,47.5,4887.0
62.497397661209106,48.0,5382.0
62.74976110458374,47.5,5080.0
63.00305724143982,47.5,5120.0
63.25655484199524,48.0,5040.0
63.50900840759277,47.5,5413.0
63.76156210899353,48.5,5643.0
64.01420640945435,48.0,5342.0
64.26669549942017,48.5,5342.0
64.52082419395447,47.5,4887.0
64.7766375541687,47.0,5151.0
65.03070306777954,47.0,4927.0
65.28323554992676,47.0,4927.0
65.53581595420837,47.0,4887.0
65.78941416740417,47.0,4927.0
66.0440034866333,47.0,4815.0
66.29684329032898,47.5,5413.0
66.54999828338623,47.5,5151.0
66.80249667167664,48.0,5342.0
67.05537414550781,47.5,4855.0
67.30776882171631,47.5,5191.0
67.56058645248413,48.0,5342.0
67.81494760513306,48.0,5422.0
68.06794571876526,48.0,5603.0
68.32074618339539,48.0,5191.0
68.57784819602966,47.5,5342.0
68.83490633964539,48.0,5040.0
69.0915162563324,47.5,5040.0
69.34388995170593,47.5,4815.0
69.59659194946289,47.5,4508.0
69.84901547431946,47.5,5231.0
70.10155272483826,49.0,5413.0
70.35416841506958,48.0,5342.0
70.60658836364746,48.5,5382.0
70.85894846916199,48.0,4967.0
71.11129856109619,48.5,5753.0
71.36385536193848,47.5,4967.0
71.61697697639465,48.0,5302.0
71.86940670013428,48.0,5000.0
72.12241554260254,47.5,5342.0
72.37490963935852,48.0,5080.0
72.62725949287415,47.5,4775.0
72.87997794151306,48.0,5080.0
73.13262867927551,48.0,5120.0
73.38520908355713,48.5,5382.0
73.63781762123108,47.5,5151.0
73.89305138587952,48.5,5191.0
74.14545917510986,48.5,5271.0
74.40629386901855,47.5,5413.0
74.66117596626282,47.5,5271.0
74.91630983352661,46.5,3616.0
75.16915488243103,47.5,3963.0
75.42183041572571,48.0,5573.0
75.67446613311768,48.0,5191.0
75.92723059654236,48.0,5533.0
76.17997765541077,47.5,4887.0
76.43252372741699,48.0,5453.0
76.68508887290955,48.5,5302.0
76.93757724761963,48.5,4967.0
77.19020867347717,48.0,5231.0
77.44277334213257,50.0,5902.0
77.69609808921814,48.5,5493.0
77.94861555099487,48.0,5342.0
78.2012209892273,48.5,5080.0
78.4540548324585,48.5,5231.0
78.70682144165039,48.5,5643.0
78.9593985080719,48.0,5453.0
79.21242952346802,48.5,5191.0
79.46510052680969,48.0,5643.0
79.71783757209778,48.0,5493.0
79.9703722000122,48.0,5080.0
80.22298860549927,48.0,5271.0
80.47553610801697,48.0,5263.0
80.72829461097717,48.0,5120.0
80.98085713386536,48.0,5151.0
81.23550820350647,48.5,5231.0
81.48802995681763,49.0,5413.0
81.74089241027832,49.0,5573.0
81.99355244636536,48.5,5111.0
82.2461040019989,48.5,5564.0
82.49865913391113,48.0,5183.0
82.75115418434143,48.0,5263.0
83.00354075431824,48.5,5151.0
83.25595545768738,48.5,5191.0
83.5123028755188,48.5,5151.0
83.77309060096741,48.5,4927.0
84.02586770057678,49.0,4855.0
84.27918934822083,48.5,5000.0
84.5381076335907,48.5,5302.0
84.79111957550049,48.5,5231.0
85.04356169700623,48.5,5120.0
85.2960729598999,48.5,5413.0
85.5486147403717,48.0,5191.0
85.80121302604675,48.5,5382.0
86.05729579925537,49.0,5453.0
86.31579947471619,49.5,5493.0
86.56830763816833,48.0,5413.0
86.82106804847717,48.5,5151.0
87.07380509376526,49.5,5493.0
87.32614922523499,49.0,5120.0
87.57851839065552,48.0,5191.0
87.83108282089233,48.0,5263.0
88.08560967445374,48.0,5151.0
88.33852815628052,47.0,3848.0
88.59123373031616,47.0,3848.0
88.84397459030151,47.5,4508.0
89.09689331054688,48.0,5040.0
89.34969687461853,48.5,4815.0
89.60220432281494,47.5,5120.0
89.85471534729004,48.5,5603.0
90.10737991333008,49.5,5863.0
90.3600709438324,49.5,5231.0
90.61262464523315,48.5,5422.0
90.86503982543945,48.0,5151.0
91.1175422668457,48.5,5453.0
91.37014269828796,49.5,5422.0
91.6229932308197,48.0,5008.0
91.87644743919373,48.5,5231.0
92.12891244888306,50.5,6199.0
92.38156938552856,49.0,5643.0
92.63560843467712,49.0,5413.0
92.88847279548645,48.5,5302.0
93.14260697364807,49.0,5533.0
93.40124893188477,48.5,5263.0
93.65400910377502,48.0,5151.0
93.90725779533386,48.0,4240.0
