elapsed_s,temp_c,power_mw,freq_mhz
5.4836273193359375e-06,41.0,3230.0,1479.0
0.2533082962036133,41.5,4091.0,1479.0
0.5059857368469238,42.0,4556.0,1479.0
0.7585964202880859,41.5,3108.0,1479.0
1.0111191272735596,41.5,3072.0,1479.0
1.263692855834961,41.5,3072.0,1479.0
1.516205072402954,41.0,3072.0,1479.0
1.7687087059020996,41.5,3031.0,1479.0
2.0212392807006836,40.0,3031.0,1479.0
2.2737693786621094,40.5,3112.0,1479.0
2.5262651443481445,40.0,2674.0,1479.0
2.778648614883423,40.0,2793.0,1479.0
3.0311975479125977,40.0,2953.0,1479.0
3.283630132675171,40.5,2793.0,1479.0
3.53609299659729,40.0,2793.0,1479.0
3.7886037826538086,40.0,3112.0,1479.0
4.041273593902588,40.5,3031.0,1479.0
4.293993711471558,40.0,3072.0,1479.0
4.5466368198394775,40.0,3031.0,1479.0
4.799202919006348,40.5,3031.0,1479.0
5.051759719848633,40.5,3072.0,1479.0
5.304238557815552,40.5,3031.0,1479.0
5.556784629821777,40.5,2994.0,1479.0
5.809261322021484,40.5,3307.0,1479.0
6.061747789382935,40.5,3031.0,1479.0
6.314207553863525,40.5,3031.0,1479.0
6.566675186157227,40.5,2871.0,1479.0
6.8191304206848145,40.5,3072.0,1479.0
7.071670770645142,40.5,2953.0,1479.0
7.324120998382568,40.5,2994.0,1479.0
7.576629161834717,40.5,3072.0,1479.0
7.829123258590698,40.5,2953.0,1479.0
8.081557273864746,40.5,3230.0,1479.0
8.334103345870972,41.0,2990.0,1479.0
8.586694717407227,41.5,3072.0,1479.0
8.839210510253906,40.0,3031.0,1479.0
9.091708421707153,40.0,2953.0,1479.0
9.34418535232544,40.5,2912.0,1479.0
9.596720218658447,40.5,2990.0,1479.0
9.849690675735474,40.0,2871.0,1479.0
10.102190017700195,40.0,2871.0,1479.0
10.354650497436523,40.0,2912.0,1479.0
10.607322931289673,40.5,3541.0,1479.0
10.860037803649902,40.5,3031.0,1479.0
11.112601041793823,42.0,3429.0,1479.0
11.365276098251343,42.5,3424.0,1479.0
11.61800765991211,42.0,3465.0,1479.0
11.871093034744263,42.0,3348.0,1479.0
12.1237211227417,42.0,3348.0,1479.0
12.376535892486572,42.5,3348.0,1479.0
12.629225969314575,42.5,3307.0,1479.0
12.88181447982788,42.0,3307.0,1479.0
13.134513854980469,42.0,3348.0,1479.0
13.387127876281738,42.0,3307.0,1479.0
13.639742851257324,42.0,3271.0,1479.0
13.89244532585144,40.5,2912.0,1479.0
14.145159482955933,40.0,2912.0,1479.0
14.397876739501953,40.0,2912.0,1479.0
14.650483846664429,40.0,2953.0,1479.0
14.902932167053223,40.5,2912.0,1479.0
15.15588092803955,40.5,2953.0,1479.0
15.40837574005127,40.5,2953.0,1479.0
15.660931825637817,40.0,3031.0,1479.0
15.913537740707397,40.0,2912.0,1479.0
16.166057348251343,40.5,2871.0,1479.0
16.418779134750366,40.0,2953.0,1479.0
16.671249628067017,40.5,3031.0,1479.0
16.92371892929077,40.5,2871.0,1479.0
