elapsed_s,temp_c,power_mw,freq_mhz
5.4836273193359375e-06,40.0,3230.0,1479.0
0.2549445629119873,40.5,4823.0,1479.0
0.5139169692993164,41.5,4895.0,1479.0
0.7664220333099365,41.0,4895.0,1479.0
1.0190508365631104,41.0,4823.0,1479.0
1.2719931602478027,41.0,4742.0,1479.0
1.5246849060058594,41.0,4863.0,1479.0
1.777416706085205,41.5,4975.0,1479.0
2.030117988586426,41.0,4863.0,1479.0
2.2829179763793945,41.0,4863.0,1479.0
2.5356087684631348,41.0,4823.0,1479.0
2.788240671157837,41.0,4823.0,1479.0
3.040903091430664,41.0,4782.0,1479.0
3.29350209236145,41.0,4750.0,1479.0
3.5460901260375977,41.5,4863.0,1479.0
3.798971176147461,41.5,4903.0,1479.0
4.051734685897827,41.0,4863.0,1479.0
4.304569721221924,41.0,4750.0,1479.0
4.557692766189575,41.5,4823.0,1479.0
4.810627222061157,41.0,4782.0,1479.0
5.063382625579834,41.0,4742.0,1479.0
5.316119432449341,41.0,4750.0,1479.0
5.568803310394287,41.0,4895.0,1479.0
5.821531772613525,42.0,5128.0,1479.0
6.07423210144043,42.0,5280.0,1479.0
6.326969385147095,42.0,5280.0,1479.0
6.579681873321533,42.0,5351.0,1479.0
6.832448959350586,41.5,5240.0,1479.0
7.0853235721588135,42.0,5320.0,1479.0
7.338136672973633,42.0,5351.0,1479.0
7.590981006622315,42.0,5320.0,1479.0
7.843788146972656,42.0,5240.0,1479.0
8.096502542495728,42.0,5240.0,1479.0
8.349341630935669,42.5,5280.0,1479.0
8.602116584777832,42.5,5320.0,1479.0
8.854971647262573,42.5,5431.0,1479.0
9.107731580734251,42.0,5280.0,1479.0
9.36046814918518,42.5,5280.0,1479.0
9.613571405410768,42.0,5280.0,1479.0
9.866344451904297,42.0,5200.0,1479.0
10.119102001190186,42.5,5160.0,1479.0
10.371801376342772,42.5,5160.0,1479.0
10.624444723129272,42.5,5280.0,1479.0
10.87727403640747,42.5,5391.0,1479.0
11.130218982696531,42.0,5311.0,1479.0
11.383125066757202,42.0,5351.0,1479.0
11.635990142822266,42.5,5351.0,1479.0
11.888747453689575,42.5,5391.0,1479.0
12.141508102416992,42.5,5431.0,1479.0
12.394294023513794,42.0,5320.0,1479.0
12.647102355957031,42.5,5351.0,1479.0
12.899995565414429,42.5,5391.0,1479.0
13.152790307998655,42.5,5351.0,1479.0
13.405617237091064,42.5,5240.0,1479.0
13.6583993434906,42.5,5168.0,1479.0
13.9113667011261,42.5,5208.0,1479.0
14.164081335067747,42.0,5280.0,1479.0
14.41677951812744,42.0,5320.0,1479.0
14.669665575027466,43.0,5471.0,1479.0
14.922759532928469,42.5,5320.0,1479.0
15.175555229187012,42.0,5280.0,1479.0
15.428375959396362,42.5,5240.0,1479.0
15.681445360183716,42.5,5391.0,1479.0
15.934338569641112,43.0,5431.0,1479.0
16.187260389328003,42.5,5311.0,1479.0
16.440158367156982,42.5,5320.0,1479.0
16.692930698394775,42.5,5351.0,1479.0
16.945746660232544,43.0,5351.0,1479.0
17.198519468307495,42.5,5320.0,1479.0
17.451370239257812,42.5,5240.0,1479.0
17.70404577255249,43.0,5351.0,1479.0
17.95676064491272,43.0,5431.0,1479.0
18.209535598754883,43.0,5431.0,1479.0
18.46237587928772,43.0,5351.0,1479.0
18.715205669403076,42.5,5240.0,1479.0
18.968288898468018,43.0,5311.0,1479.0
19.221795320510864,43.0,5311.0,1479.0
19.47542929649353,43.0,5240.0,1479.0
19.728169679641724,43.0,5128.0,1479.0
19.98194670677185,42.5,5200.0,1479.0
20.236144542694092,43.0,5391.0,1479.0
20.48966336250305,43.0,5391.0,1479.0
20.74282169342041,42.5,5311.0,1479.0
20.9957058429718,43.0,5351.0,1479.0
21.24849581718445,43.0,5280.0,1479.0
21.502004861831665,43.0,5240.0,1479.0
21.75531578063965,43.0,5320.0,1479.0
22.00822162628174,42.5,5360.0,1479.0
22.26106333732605,43.0,5391.0,1479.0
22.513899087905884,43.0,5391.0,1479.0
22.766831398010257,43.0,5431.0,1479.0
23.01986336708069,43.0,5431.0,1479.0
23.272642374038696,43.0,5280.0,1479.0
23.528014421463013,43.0,5168.0,1479.0
23.780704498291016,43.0,5280.0,1479.0
24.033475399017338,43.0,5391.0,1479.0
24.286320209503177,43.0,5351.0,1479.0
24.53910517692566,43.5,5351.0,1479.0
24.79205322265625,43.0,5391.0,1479.0
25.04476857185364,43.0,5320.0,1479.0
25.297609329223633,43.0,5280.0,1479.0
25.550657272338867,43.0,5320.0,1479.0
25.8034188747406,43.0,5351.0,1479.0
26.05617070198059,43.0,5391.0,1479.0
26.30914568901062,43.5,5351.0,1479.0
26.56186866760254,43.0,5391.0,1479.0
26.814627647399902,43.0,5391.0,1479.0
27.067488193511963,43.0,5320.0,1479.0
27.32061648368835,43.0,5360.0,1479.0
27.5733962059021,43.0,5391.0,1479.0
27.82638192176819,43.0,5351.0,1479.0
28.079183101654053,43.0,5360.0,1479.0
28.33189082145691,43.0,5351.0,1479.0
28.584609508514404,43.0,5320.0,1479.0
28.83740472793579,43.5,5391.0,1479.0
29.090162992477417,43.0,5471.0,1479.0
29.342974185943604,43.0,5351.0,1479.0
29.595810413360596,43.0,5351.0,1479.0
29.84859609603882,43.5,5471.0,1479.0
30.10142683982849,43.0,5391.0,1479.0
30.35427498817444,44.0,5431.0,1479.0
30.60706877708435,43.0,5391.0,1479.0
30.860161542892456,43.5,5320.0,1479.0
31.113061666488647,43.5,5360.0,1479.0
31.366175651550293,43.0,5240.0,1479.0
31.61896514892578,43.0,5200.0,1479.0
31.87170124053955,43.0,5240.0,1479.0
32.12442898750305,43.5,5320.0,1479.0
32.37717390060425,43.5,5471.0,1479.0
32.62997889518738,43.5,5431.0,1479.0
32.882832050323486,44.0,5431.0,1479.0
33.135661125183105,43.5,5088.0,1479.0
33.38831973075867,43.5,5208.0,1479.0
33.64098310470581,43.5,5280.0,1479.0
33.893686294555664,43.5,5391.0,1479.0
34.146475315093994,43.5,5431.0,1479.0
34.39931678771973,43.5,5431.0,1479.0
34.65211272239685,43.5,5391.0,1479.0
34.904908418655396,43.5,5280.0,1479.0
35.15795111656189,43.5,5240.0,1479.0
35.41065740585327,43.5,5168.0,1479.0
35.66337442398071,43.5,5391.0,1479.0
35.91611170768738,44.0,5582.0,1479.0
36.168989419937134,43.5,5320.0,1479.0
36.42180061340332,43.5,5320.0,1479.0
36.6761634349823,43.5,5320.0,1479.0
36.92888808250427,44.0,5391.0,1479.0
37.18166422843933,43.5,5320.0,1479.0
37.434485912323,44.0,5320.0,1479.0
37.68733549118042,44.0,5471.0,1479.0
37.9400520324707,43.5,5391.0,1479.0
38.19288682937622,44.0,5360.0,1479.0
38.44577145576477,43.5,5320.0,1479.0
38.698620557785034,44.0,5351.0,1479.0
38.95145916938782,44.0,5391.0,1479.0
39.20463728904724,43.5,5280.0,1479.0
39.45740509033203,43.5,5280.0,1479.0
39.71016716957092,44.0,5360.0,1479.0
39.96296525001526,43.5,5351.0,1479.0
40.2158305644989,43.5,5391.0,1479.0
40.468628883361816,44.0,5280.0,1479.0
40.721397161483765,44.0,5240.0,1479.0
40.97416114807129,44.0,5088.0,1479.0
41.22709894180298,44.0,5320.0,1479.0
41.47981381416321,44.0,5351.0,1479.0
41.7325553894043,44.0,5431.0,1479.0
41.98533344268799,44.5,5471.0,1479.0
42.23824501037598,44.5,5320.0,1479.0
42.491052865982056,44.5,5280.0,1479.0
42.74377226829529,44.0,5320.0,1479.0
42.99648427963257,44.5,5431.0,1479.0
43.249332904815674,44.0,5320.0,1479.0
43.50213837623596,44.5,5391.0,1479.0
43.75493621826172,44.0,5471.0,1479.0
44.00781011581421,44.5,5471.0,1479.0
44.2606315612793,44.0,5280.0,1479.0
44.513829469680786,44.0,5320.0,1479.0
44.76656627655029,44.5,5391.0,1479.0
45.01940894126892,44.5,5360.0,1479.0
45.27219200134277,44.5,5320.0,1479.0
45.52490997314453,44.5,5431.0,1479.0
45.77771425247192,44.0,5391.0,1479.0
46.03056621551514,44.0,5391.0,1479.0
46.28338932991028,45.0,5360.0,1479.0
46.53618335723877,44.5,5320.0,1479.0
46.78891563415527,44.5,5360.0,1479.0
47.041794300079346,44.5,5351.0,1479.0
47.29468750953674,44.5,5320.0,1479.0
47.547449588775635,45.0,5431.0,1479.0
47.80013656616211,44.0,5391.0,1479.0
48.05289816856384,45.0,5431.0,1479.0
48.30572748184204,44.5,5351.0,1479.0
48.558526277542114,44.5,5351.0,1479.0
48.81167960166931,44.5,5311.0,1479.0
49.064449071884155,45.0,5320.0,1479.0
49.31718873977661,45.0,5391.0,1479.0
49.569969177246094,44.0,5431.0,1479.0
49.82291507720947,44.5,5542.0,1479.0
50.07569074630737,44.5,5320.0,1479.0
50.32845306396485,44.5,5280.0,1479.0
50.581260681152344,45.0,5320.0,1479.0
50.83407378196716,44.5,5351.0,1479.0
51.08694076538086,44.5,5431.0,1479.0
51.3397433757782,45.0,5391.0,1479.0
51.59257531166077,44.5,5320.0,1479.0
51.845723390579224,44.5,5391.0,1479.0
52.099360942840576,44.5,5391.0,1479.0
52.3521249294281,44.5,5431.0,1479.0
52.60485816001892,45.0,5320.0,1479.0
52.857611417770386,44.5,5471.0,1479.0
53.110612869262695,44.5,5471.0,1479.0
53.36352801322937,44.5,5391.0,1479.0
53.61632752418518,45.0,5431.0,1479.0
53.869192361831665,44.5,5431.0,1479.0
54.12204313278198,45.0,5391.0,1479.0
54.37502360343933,44.5,5351.0,1479.0
54.62778949737549,45.0,5431.0,1479.0
54.880568981170654,45.0,5320.0,1479.0
55.13332557678223,44.5,5200.0,1479.0
55.38635230064392,45.0,5208.0,1479.0
55.6390962600708,45.0,5280.0,1479.0
55.89177703857422,45.0,5431.0,1479.0
56.14444088935852,44.5,5471.0,1479.0
56.397300243377686,44.5,5391.0,1479.0
56.65039539337158,44.5,5360.0,1479.0
56.90335464477539,45.5,5391.0,1479.0
57.15608882904053,45.0,5320.0,1479.0
57.40881586074829,45.0,5431.0,1479.0
57.661617040634155,45.0,5431.0,1479.0
57.9144766330719,44.5,5431.0,1479.0
58.16741442680359,45.0,5431.0,1479.0
58.42037415504456,45.5,5431.0,1479.0
58.67393779754639,45.0,5391.0,1479.0
58.92664837837219,45.0,5320.0,1479.0
59.17942237854004,45.0,5391.0,1479.0
59.43223166465759,45.0,5431.0,1479.0
59.68498229980469,45.0,5320.0,1479.0
59.93793177604675,45.5,5431.0,1479.0
60.1906898021698,45.5,5320.0,1479.0
60.44349527359009,45.0,5351.0,1479.0
60.6965651512146,45.0,5280.0,1479.0
60.94940376281738,45.5,5320.0,1479.0
61.20219111442566,45.0,5360.0,1479.0
61.45496582984924,45.0,5471.0,1479.0
61.7079119682312,45.5,5431.0,1479.0
61.960638999938965,44.5,5240.0,1479.0
62.213748931884766,45.0,5200.0,1479.0
62.46651124954224,45.5,5351.0,1479.0
62.71933889389038,45.5,5391.0,1479.0
62.97206115722656,45.5,5471.0,1479.0
63.224799394607544,45.5,5471.0,1479.0
63.47764205932617,45.0,5280.0,1479.0
63.730438232421875,45.5,5351.0,1479.0
63.98359131813049,45.5,5431.0,1479.0
64.23633909225464,46.0,5621.0,1479.0
64.48927450180054,45.0,5168.0,1428.0
64.74228048324585,45.0,5128.0,1428.0
64.99505639076233,45.0,5208.0,1428.0
65.24779295921326,45.0,5128.0,1428.0
65.50060081481934,45.0,5168.0,1428.0
65.75343418121338,45.5,5240.0,1428.0
66.00623178482056,45.5,5088.0,1428.0
66.25906205177307,45.0,5128.0,1428.0
66.51183819770813,45.0,5088.0,1428.0
66.76456713676453,45.5,5128.0,1428.0
67.01812314987183,44.5,5128.0,1428.0
67.27105021476746,45.0,5240.0,1428.0
67.52396774291992,45.0,5128.0,1428.0
67.77710270881653,45.0,5016.0,1428.0
68.02986550331116,45.0,5016.0,1428.0
68.2825574874878,45.0,5088.0,1428.0
68.53531241416931,45.5,5280.0,1428.0
68.78807735443115,45.0,5240.0,1428.0
69.04099225997925,45.0,5088.0,1428.0
69.29379224777222,45.0,5168.0,1428.0
69.54672646522522,45.0,5088.0,1428.0
69.79945206642151,44.5,5208.0,1428.0
70.05226969718933,45.5,5168.0,1428.0
70.30580759048462,45.5,5240.0,1428.0
70.55866980552673,45.5,5128.0,1428.0
70.81149792671204,45.0,4935.0,1428.0
71.06421542167664,45.5,4935.0,1428.0
71.31689858436584,45.0,5128.0,1428.0
71.56968235969543,45.0,5391.0,1428.0
71.82249522209167,45.5,5240.0,1428.0
72.07540512084961,45.0,5128.0,1428.0
72.3281602859497,45.5,5240.0,1428.0
72.58096051216125,45.0,5168.0,1428.0
72.83378982543945,45.0,5088.0,1326.0
73.08665180206299,45.0,4629.0,1326.0
73.33946180343628,45.0,4782.0,1326.0
73.59228920936584,45.0,4823.0,1326.0
73.84523105621338,45.0,4709.0,1326.0
74.09806489944458,45.5,4975.0,1326.0
74.35093355178833,44.5,4935.0,1428.0
74.60366630554199,45.0,5048.0,1428.0
74.85641241073608,44.5,4895.0,1428.0
75.10923743247986,45.0,4782.0,1326.0
75.36211729049683,45.0,4975.0,1326.0
75.61496901512146,45.0,4782.0,1326.0
75.86778044700623,45.0,4863.0,1326.0
76.12063574790955,45.0,4750.0,1326.0
76.37352061271667,45.0,4669.0,1326.0
76.62635040283203,45.0,4782.0,1326.0
76.87934994697571,45.0,4823.0,1326.0
77.13218688964844,45.0,4903.0,1326.0
77.38518047332764,45.0,4750.0,1326.0
77.63809037208557,45.0,4782.0,1326.0
77.89096331596375,45.0,4823.0,1326.0
78.1438992023468,45.0,4782.0,1326.0
78.39675116539001,45.0,4823.0,1326.0
78.64967203140259,45.0,4636.0,1326.0
78.90256595611572,45.0,4750.0,1326.0
79.15562796592712,45.0,4935.0,1326.0
79.40851736068726,45.0,4823.0,1326.0
79.66153407096863,45.0,4750.0,1326.0
79.91442441940308,45.0,4709.0,1326.0
80.16751265525818,45.0,4782.0,1326.0
80.42045021057129,45.0,4863.0,1326.0
80.67350125312805,45.0,4863.0,1326.0
80.92638182640076,45.0,4669.0,1326.0
81.17957043647766,45.0,4629.0,1326.0
81.43234777450562,45.0,4903.0,1326.0
81.68603992462158,45.0,4823.0,1326.0
81.93973875045776,45.5,4782.0,1326.0
82.19273400306702,45.0,4742.0,1326.0
82.44632387161255,45.0,4709.0,1326.0
82.69922208786011,45.0,4669.0,1326.0
82.95203876495361,45.0,4935.0,1326.0
83.20487141609192,45.0,4669.0,1326.0
83.45772242546082,45.0,4629.0,1326.0
83.71051096916199,45.0,4823.0,1326.0
83.96332359313965,45.0,4742.0,1326.0
84.21621370315552,45.5,4782.0,1326.0
84.46982312202454,45.0,4669.0,1326.0
84.72264122962952,45.0,4782.0,1326.0
84.9754273891449,45.0,4863.0,1326.0
85.22829866409302,45.0,4935.0,1326.0
85.48136782646179,45.0,4863.0,1326.0
85.73425817489624,45.5,4863.0,1326.0
85.98724794387817,45.0,4782.0,1326.0
86.24010038375854,45.0,4750.0,1326.0
86.49298238754272,45.0,4669.0,1326.0
86.74606370925903,45.5,4863.0,1326.0
86.99898362159729,45.0,4782.0,1326.0
87.25188946723938,45.5,4782.0,1326.0
87.50472831726074,45.5,4669.0,1326.0
